opening L1_Training_out_with_lambda:0.003000.txt
starting
Loading model
Epoch 1: Train MSE is 0.978194 | Dev MSE is 1.028832
Epoch 2: Train MSE is 0.978253 | Dev MSE is 1.028903
Epoch 3: Train MSE is 0.978288 | Dev MSE is 1.028974
Epoch 4: Train MSE is 0.978307 | Dev MSE is 1.028891
Epoch 5: Train MSE is 0.978382 | Dev MSE is 1.028976
Epoch 6: Train MSE is 0.978351 | Dev MSE is 1.029005
Epoch 7: Train MSE is 0.978292 | Dev MSE is 1.028953
Epoch 8: Train MSE is 0.978376 | Dev MSE is 1.028967
Epoch 9: Train MSE is 0.978258 | Dev MSE is 1.028943
Epoch 10: Train MSE is 0.978287 | Dev MSE is 1.028992
Epoch 11: Train MSE is 0.978341 | Dev MSE is 1.028987
Epoch 12: Train MSE is 0.978134 | Dev MSE is 1.028991
Epoch 13: Train MSE is 0.978265 | Dev MSE is 1.028953
Epoch 14: Train MSE is 0.978337 | Dev MSE is 1.028953
Epoch 15: Train MSE is 0.978328 | Dev MSE is 1.029014
Epoch 16: Train MSE is 0.978330 | Dev MSE is 1.028983
Epoch 17: Train MSE is 0.978242 | Dev MSE is 1.029004
Epoch 18: Train MSE is 0.978303 | Dev MSE is 1.028995
Epoch 19: Train MSE is 0.978285 | Dev MSE is 1.029002
Epoch 20: Train MSE is 0.978327 | Dev MSE is 1.029011
Epoch 21: Train MSE is 0.978285 | Dev MSE is 1.028950
Epoch 22: Train MSE is 0.978343 | Dev MSE is 1.028971
Epoch 23: Train MSE is 0.978337 | Dev MSE is 1.029005
Epoch 24: Train MSE is 0.978260 | Dev MSE is 1.028932
Epoch 25: Train MSE is 0.978247 | Dev MSE is 1.028999
Epoch 26: Train MSE is 0.978298 | Dev MSE is 1.028965
Epoch 27: Train MSE is 0.978402 | Dev MSE is 1.028981
Epoch 28: Train MSE is 0.978346 | Dev MSE is 1.028950
Epoch 29: Train MSE is 0.978346 | Dev MSE is 1.028986
Epoch 30: Train MSE is 0.978341 | Dev MSE is 1.028956
Epoch 31: Train MSE is 0.978321 | Dev MSE is 1.028968
Epoch 32: Train MSE is 0.978356 | Dev MSE is 1.028982
Epoch 33: Train MSE is 0.978325 | Dev MSE is 1.029006
Epoch 34: Train MSE is 0.978321 | Dev MSE is 1.028962
Epoch 35: Train MSE is 0.978358 | Dev MSE is 1.028995
Epoch 36: Train MSE is 0.978341 | Dev MSE is 1.028966
Epoch 37: Train MSE is 0.978322 | Dev MSE is 1.028988
Epoch 38: Train MSE is 0.978280 | Dev MSE is 1.028938
Epoch 39: Train MSE is 0.978275 | Dev MSE is 1.028955
